tweet_id,retweet_count,favorite_count
850333567704068097,320,3394
850145622816686080,3707,16035
850019790995546112,4771,20048
849776966551130114,7430,29911
849668094696017920,4855,0
849412302885593088,3094,15605
849336543269576704,1863,11231
849051919805034497,8305,41675
848690551926992896,4238,24807
848324959059550208,4535,24335
848213670039564288,717,8056
848212111729840128,2982,16068
847978865427394560,3200,0
847971574464610304,425,0
847962785489326080,4988,23181
847842811428974592,1306,5356
847617282490613760,407,6889
847606175596138505,3373,18531
847251039262605312,4248,20242
847157206088847362,5761,19640
847116187444137987,3128,21195
846874817362120707,3873,19839
846514051647705089,11373,44082
846505985330044928,3029,13942
846153765933735936,8904,31230
846139713627017216,9872,30694
846042936437604353,2828,15804
845812042753855489,8574,28910
845677943972139009,4731,24928
845397057150107648,1778,7551
845306882940190720,5321,23106
845098359547420673,7548,0
844979544864018432,2521,13504
844973813909606400,3148,14934
844580511645339650,3087,16327
844223788422217728,2175,13536
843981021012017153,2915,15054
843856843873095681,4573,21278
843604394117681152,2716,16736
843235543001513987,5965,21354
842846295480000512,3602,15177
842765311967449089,1268,6684
842535590457499648,3474,17991
842163532590374912,5736,24265
842115215311396866,3008,13891
841833993020538882,14932,0
841680585030541313,7753,25576
841439858740625411,3664,12564
841320156043304961,5463,19682
841314665196081154,4619,15758
841077006473256960,5276,22736
840761248237133825,1757,0
840728873075638272,16022,0
840698636975636481,2,175
840696689258311684,966,12229
840632337062862849,1757,8958
840370681858686976,4512,16386
840268004936019968,5684,19179
839990271299457024,2263,13363
839549326359670784,7695,27377
839290600511926273,143,0
839239871831150596,6498,27017
838952994649550848,3984,19596
838921590096166913,2051,11114
838916489579200512,35,0
838831947270979586,10956,0
838561493054533637,1331,10914
838476387338051585,4758,22441
838201503651401729,10017,0
838150277551247360,332,1670
838085839343206401,1,138
838083903487373313,3128,17575
837820167694528512,7831,34031
837482249356513284,442,3845
837471256429613056,2268,12780
837110210464448512,2360,16034
836989968035819520,2292,12748
836753516572119041,4632,19303
836677758902222849,2223,12598
836648853927522308,555,0
836397794269200385,27457,0
836380477523124226,2990,14750
836260088725786625,4302,21298
836001077879255040,4257,19070
835685285446955009,8124,0
835574547218894849,3621,17792
835536468978302976,1697,0
835309094223372289,20925,0
835297930240217089,3014,16478
835264098648616962,1697,7739
835246439529840640,73,2099
835172783151792128,5767,26185
835152434251116546,3019,22408
834931633769889797,1647,10805
834786237630337024,5498,21373
834574053763584002,2539,13672
834477809192075265,10652,0
834458053273591808,1687,9622
834209720923721728,4757,20608
834167344700198914,3665,15847
834089966724603904,2141,10064
834086379323871233,2215,13090
833863086058651648,2416,13456
833826103416520705,3783,18095
833732339549220864,221,0
833722901757046785,3224,20843
833479644947025920,2060,14870
833124694597443584,4855,20244
832998151111966721,2209,13276
832769181346996225,39,0
832757312314028032,3633,16899
832682457690300417,2923,11906
832645525019123713,532,2934
832636094638288896,2794,15889
832397543355072512,2225,11994
832369877331693569,3200,17225
832273440279240704,2345,11377
832215909146226688,6225,0
832215726631055365,9356,0
832088576586297345,2,62
832040443403784192,9664,0
832032802820481025,4673,17924
831939777352105988,6159,24072
831926988323639298,34,337
831911600680497154,6533,27706
831670449226514432,1831,10484
831650051525054464,1935,7162
831552930092285952,2323,9008
831322785565769729,1561,9293
831315979191906304,1132,6559
831309418084069378,2479,11797
831262627380748289,2059,11943
830956169170665475,1507,8001
830583320585068544,16856,67103
830173239259324417,5711,0
830097400375152640,2966,9839
829878982036299777,5045,0
829861396166877184,1960,12292
829501995190984704,10652,31892
829449946868879360,2036,10507
829141528400556032,7387,24503
829011960981237760,16383,53348
828801551087042563,3441,0
828770345708580865,5905,25693
828708714936930305,11245,36684
828650029636317184,1359,9543
828409743546925057,1172,6376
828408677031882754,1302,7717
828381636999917570,2228,12642
828376505180889089,1080,7422
828372645993398273,2960,12619
828361771580813312,173,2207
828046555563323392,2888,11803
828011680017821696,2166,10407
827933404142436356,5289,20218
827653905312006145,3037,15587
827600520311402496,952,7494
827324948884643840,3078,15943
827199976799354881,2236,10637
826958653328592898,5045,21693
826848821049180160,10249,36576
826615380357632002,4018,0
826598799820865537,254,5147
826598365270007810,2364,10108
826476773533745153,4225,18516
826240494070030336,2630,13385
826204788643753985,933,4905
826115272272650244,3163,15758
825876512159186944,1889,10554
825829644528148480,2516,12823
825535076884762624,17681,57224
825147591692263424,4591,18440
825120256414846976,1273,0
825026590719483904,1273,6353
824796380199809024,5548,0
824775126675836928,3555,15024
824663926340194305,1790,10595
824325613288833024,10613,11918
824297048279236611,3907,15175
824025158776213504,603,4868
823939628516474880,2734,10714
823719002937630720,11312,0
823699002998870016,2549,14100
823581115634085888,2650,13142
823333489516937216,25,707
823322678127919110,4075,15868
823269594223824897,9991,0
822975315408461824,3487,17452
822872901745569793,43694,132708
822859134160621569,2310,13390
822647212903690241,6482,0
822610361945911296,2995,14949
822489057087389700,6482,18329
822462944365645825,14475,28307
822244816520155136,9991,35263
822163064745328640,4834,0
821886076407029760,2344,11423
821813639212650496,3394,0
821765923262631936,1677,8495
821522889702862852,1787,8100
821421320206483457,5657,0
821407182352777218,4387,11896
821153421864615936,10,259
821149554670182400,2019,8735
821107785811234820,2163,9696
821044531881721856,2312,12797
820837357901512704,6813,0
820749716845686786,10017,31885
820690176645140481,3277,12330
820494788566847489,570,0
820446719150292993,2599,0
820314633777061888,570,3382
820078625395449857,6377,20015
820013781606658049,1191,0
819952236453363712,1191,5387
819924195358416896,4936,13038
819711362133872643,3159,13520
819588359383371776,2016,9745
819347104292290561,1227,7294
819238181065359361,412,2294
819227688460238848,6813,23327
819015337530290176,37324,0
819015331746349057,19204,0
819006400881917954,19204,45804
819004803107983360,37324,87890
818646164899774465,21297,0
818627210458333184,7645,22657
818614493328580609,2606,9964
818588835076603904,6242,0
818536468981415936,2497,11029
818307523543449600,8213,0
818259473185828864,2300,11154
818145370475810820,2611,12431
817908911860748288,817,4917
817827839487737858,27457,52309
817777686764523521,2734,10883
817536400337801217,3012,11916
817502432452313088,3442,0
817423860136083457,14932,34283
817415592588222464,966,5670
817181837579653120,8586,0
817171292965273600,2055,8879
817120970343411712,2641,12370
817056546584727552,1672,8709
816829038950027264,4780,0
816816676327063552,2077,10140
816697700272001025,2231,9925
816450570814898180,8213,30844
816336735214911488,1977,8716
816091915477250048,2179,9044
816062466425819140,1039,0
816014286006976512,5363,0
815990720817401858,1039,5015
815966073409433600,8586,22722
815745968457060357,4206,0
815736392542261248,2298,9990
815639385530101762,1676,8342
815390420867969024,3863,10509
814986499976527872,1298,7758
814638523311648768,2744,11429
814578408554463233,5941,0
814530161257443328,1900,8770
814153002265309185,8826,29149
813944609378369540,3238,0
813910438903693312,1896,9422
813812741911748608,14213,36974
813800681631023104,1798,8435
813217897535406080,7427,18915
813202720496779264,1843,9376
813187593374461952,4445,20180
813172488309972993,1960,9421
813157409116065792,2252,7883
813142292504645637,2427,8598
813130366689148928,455,4539
813127251579564032,3189,12024
813112105746448384,2793,10454
813096984823349248,3683,10730
813081950185472002,2827,10043
813066809284972545,1993,8075
813051746834595840,7500,21304
812781120811126785,1943,7700
812709060537683968,1460,6724
812503143955202048,1241,6174
812466873996607488,1969,8086
812372279581671427,3730,13859
811985624773361665,1430,7374
811744202451197953,1630,7658
811647686436880384,758,5698
811627233043480576,3145,12971
811386762094317568,6503,21263
810984652412424192,1464,5426
810896069567610880,1807,9158
810657578271330305,2702,11142
810284430598270976,11520,35840
810254108431155201,3441,14949
809920764300447744,4018,15787
809808892968534016,4990,0
809448704142938112,1496,7045
809220051211603969,5711,20250
809084759137812480,3597,13452
808838249661788160,3107,10279
808733504066486276,2206,8032
808501579447930884,2659,11494
808344865868283904,21297,43277
808134635716833280,6059,0
808106460588765185,2246,8930
808001312164028416,3604,12737
807621403335917568,3695,14834
807106840509214720,56559,120280
807059379405148160,7496,0
807010152071229440,3945,13296
806629075125202948,35378,76007
806620845233815552,5646,0
806576416489959424,1984,4969
806542213899489280,2402,10402
806242860592926720,11876,0
806219024703037440,1218,6532
805958939288408065,5479,0
805932879469572096,1958,8420
805826884734976000,1867,6686
805823200554876929,8196,0
805520635690676224,1688,5839
805487436403003392,2570,8939
805207613751304193,1755,7969
804738756058218496,3894,13935
804475857670639616,2054,6246
804413760345620481,3304,0
804026241225523202,16499,45263
803773340896923648,2803,10227
803692223237865472,7578,0
803638050916102144,4225,11131
803380650405482500,1902,7910
803321560782307329,5438,0
803276597545603072,2509,10199
802952499103731712,2052,9162
802624713319034886,2973,0
802600418706604034,1501,7225
802572683846291456,2567,9084
802323869084381190,5951,16489
802265048156610565,1406,6883
802239329049477120,2680,9234
802185808107208704,278,0
801958328846974976,1751,7878
801854953262350336,243,1806
801538201127157760,2113,8365
801285448605831168,840,6164
801167903437357056,6059,24916
801127390143516673,4032,0
801115127852503040,2148,8219
800859414831898624,98,697
800855607700029440,1642,0
800751577355128832,2858,10746
800513324630806528,3049,13357
800459316964663297,2219,9671
800443802682937345,4416,0
800388270626521089,2871,11340
800188575492947969,4024,0
800141422401830912,2599,15545
800018252395122689,13450,28870
799774291445383169,4795,0
799757965289017345,2211,8534
799422933579902976,1967,8203
799308762079035393,5593,0
799297110730567681,2819,10061
799063482566066176,2513,8204
798933969379225600,4564,13320
798925684722855936,1472,7625
798705661114773508,6784,0
798701998996647937,7954,0
798697898615730177,6647,0
798694562394996736,5066,0
798686750113755136,2383,0
798682547630837760,4814,0
798673117451325440,5664,0
798665375516884993,3995,0
798644042770751489,1892,0
798628517273620480,2017,0
798585098161549313,5837,0
798576900688019456,5972,0
798340744599797760,3420,0
798209839306514432,2613,10609
797971864723324932,3176,11814
797545162159308800,4969,14801
797236660651966464,6728,20305
797165961484890113,26,226
796904159865868288,9114,0
796865951799083009,1956,7822
796759840936919040,3101,12049
796563435802726400,7422,0
796484825502875648,1798,7707
796387464403357696,4237,11189
796177847564038144,14579,0
796149749086875649,14579,32809
796125600683540480,1847,5047
796116448414461957,2469,9262
796080075804475393,2360,8601
796031486298386433,3789,10997
795464331001561088,24151,50488
795400264262053889,2940,10235
795076730285391872,5548,16482
794983741416415232,3445,0
794926597468000259,2359,10430
794355576146903043,10532,0
794332329137291264,2736,9745
794205286408003585,3390,9384
793962221541933056,4990,17122
793845145112371200,1908,9386
793614319594401792,3204,0
793601777308463104,1660,8121
793500921481273345,2426,10854
793286476301799424,9356,25010
793271401113350145,2439,8854
793256262322548741,8521,20321
793241302385262592,3367,10703
793226087023144960,2932,10010
793210959003287553,2854,9091
793195938047070209,5746,15561
793180763617361921,2042,7064
793165685325201412,2849,9570
793150605191548928,1737,6283
793135492858580992,2549,6548
793120401413079041,4003,12895
792913359805018113,4061,14585
792883833364439040,4359,11508
792773781206999040,1709,7485
792394556390137856,4384,13685
792050063153438720,1842,7266
791821351946420224,21521,0
791784077045166082,9794,0
791780927877898241,3900,0
791774931465953280,22657,45916
791672322847637504,3204,11950
791406955684368384,4206,13353
791312159183634433,2591,8943
791026214425268224,4188,0
790987426131050500,2179,9993
790946055508652032,4780,16927
790723298204217344,2359,0
790698755171364864,1968,8359
790581949425475584,7306,21004
790337589677002753,1918,7957
790277117346975746,3238,12781
790227638568808452,3643,0
789986466051088384,2359,9416
789960241177853952,4204,0
789903600034189313,4219,10522
789628658055020548,1803,7616
789599242079838210,1966,6876
789530877013393408,3445,11925
789314372632018944,2338,8790
789280767834746880,5041,0
789268448748703744,2654,9250
789137962068021249,2857,9877
788908386943430656,12718,27883
788765914992902144,10532,27805
788552643979468800,7324,0
788412144018661376,5373,15796
788178268662984705,2137,7342
788150585577050112,1312,6227
788070120937619456,3496,0
788039637453406209,1349,6228
787810552592695296,3105,8780
787717603741622272,2836,10424
787397959788929025,2896,11070
787322443945877504,1773,7909
787111942498508800,6875,0
786963064373534720,8124,27039
786729988674449408,2470,0
786709082849828864,6225,18535
786664955043049472,2609,10765
786595970293370880,3175,9586
786363235746385920,3572,11062
786286427768250368,2899,8096
786233965241827333,4834,15499
786051337297522688,158,1447
786036967502913536,7149,0
785927819176054784,3241,11568
785872687017132033,1847,6795
785639753186217984,2273,7961
785533386513321988,2033,9249
785515384317313025,1281,6203
785264754247995392,1670,7370
785170936622350336,4921,12202
784826020293709826,3304,10267
784517518371221505,2583,9099
784431430411685888,1291,5773
784183165795655680,8196,20382
784057939640352768,11312,30197
783839966405230592,10956,30469
783821107061198850,2004,7462
783695101801398276,3271,10608
783466772167098368,2284,8577
783391753726550016,5571,17120
783347506784731136,5641,0
783334639985389568,11876,29541
783085703974514689,2234,8261
782969140009107456,7496,24444
782747134529531904,1434,7573
782722598790725632,5479,17510
782598640137187329,1903,7905
782305867769217024,5657,16881
782021823840026624,6301,0
781955203444699136,3422,11272
781661882474196992,2761,10566
781655249211752448,1144,4038
781524693396357120,5646,21006
781308096455073793,2588,7232
781251288990355457,2109,8543
781163403222056960,2780,9934
780931614150983680,7422,21909
780858289093574656,2043,7279
780800785462489090,1324,5561
780601303617732608,3394,12263
780543529827336192,1767,6380
780496263422808064,3754,0
780476555013349377,115,0
780459368902959104,1091,5357
780192070812196864,2277,8811
780092040432480260,2334,0
780074436359819264,5050,12313
779834332596887552,7149,19137
779377524342161408,3152,8907
779124354206535695,18569,0
779056095788752897,4597,14940
778990705243029504,7303,20216
778774459159379968,10027,0
778764940568104960,366,874
778748913645780993,1332,6965
778650543019483137,1527,5842
778624900596654080,1021,4689
778408200802557953,4386,13771
778396591732486144,12405,0
778383385161035776,1119,5902
778286810187399168,3341,10498
778039087836069888,2682,8599
778027034220126208,1638,6618
777953400541634568,3570,0
777885040357281792,1647,6409
777684233540206592,2973,11346
777641927919427584,4288,0
777621514455814149,2529,8836
777189768882946048,4353,14412
776819012571455488,13865,0
776813020089548800,1224,4933
776477788987613185,2818,8916
776249906839351296,9248,0
776218204058357768,16052,30209
776201521193218049,2542,9711
776113305656188928,4416,11879
776088319444877312,153,1856
775898661951791106,16719,0
775842724423557120,2688,11832
775733305207554048,4032,14001
775729183532220416,4648,13117
775364825476165632,3002,7468
775350846108426240,3948,10267
775085132600442880,4795,15698
774757898236878852,1806,8686
774639387460112384,1754,6795
774314403806253056,5593,21979
773985732834758656,3911,10814
773922284943896577,1765,6452
773704687002451968,1647,6661
773670353721753600,1326,5392
773547596996571136,6242,22307
773336787167145985,5137,0
773308824254029826,7548,23501
773247561583001600,3287,9542
773191612633579521,4190,10083
772877495989305348,3918,8635
772826264096874500,2371,8128
772615324260794368,3420,0
772581559778025472,1714,6560
772193107915964416,1407,6098
772152991789019136,1143,3831
772117678702071809,750,3803
772114945936949249,472,2746
772102971039580160,951,4027
771908950375665664,1927,6641
771770456517009408,3420,12106
771500966810099713,2633,8324
771380798096281600,5137,10557
771171053431250945,7543,0
771136648247640064,2957,9219
771102124360998913,1456,6283
771014301343748096,1673,6933
770787852854652928,1212,4964
770772759874076672,1429,5212
770655142660169732,1783,7390
770414278348247044,2121,6379
770293558247038976,1496,6294
770093767776997377,3085,0
770069151037685760,2317,7646
769940425801170949,9664,31609
769695466921623552,1696,6457
769335591808995329,7804,0
769212283578875904,1737,5429
768970937022709760,6576,14455
768909767477751808,2701,0
768855141948723200,897,4230
768609597686943744,1217,4157
768596291618299904,1293,5068
768554158521745409,5899,0
768473857036525572,3470,13706
768193404517830656,3570,10941
767884188863397888,1395,4775
767754930266464257,5438,16113
767500508068192258,2363,7542
767191397493538821,3791,12384
767122157629476866,2879,10231
766864461642756096,5683,0
766793450729734144,1365,5096
766714921925144576,380,2625
766693177336135680,803,4039
766423258543644672,1607,6027
766313316352462849,1904,6831
766078092750233600,2650,0
766069199026450432,857,4255
766008592277377025,503,3767
765719909049503744,2167,7268
765669560888528897,1235,5220
765395769549590528,3408,26745
765371061932261376,2187,7104
765222098633691136,3420,11692
764857477905154048,1789,6486
764259802650378240,1512,6051
763956972077010945,55,762
763837565564780549,4188,12654
763183847194451968,1482,5412
763167063695355904,3044,0
763103485927849985,2310,7392
762699858130116608,3643,12202
762471784394268675,6456,11264
762464539388485633,4204,10344
762316489655476224,1130,4821
762035686371364864,15630,32010
761976711479193600,2024,5426
761750502866649088,3945,0
761745352076779520,869,4291
761672994376806400,29282,49747
761599872357261312,1194,4140
761371037149827077,18164,0
761334018830917632,1461,5213
761292947749015552,1091,4503
761227390836215808,1574,5345
761004547850530816,3496,11373
760893934457552897,985,3828
760656994973933572,1923,6603
760641137271070720,1307,4998
760539183865880579,3640,7588
760521673607086080,1392,4233
760290219849637889,11550,26906
760252756032651264,871,3954
760190180481531904,1816,5716
760153949710192640,31,0
759943073749200896,2090,5972
759923798737051648,5683,14721
759846353224826880,1984,6755
759793422261743616,1925,5979
759557299618865152,1193,4716
759447681597108224,2470,8513
759446261539934208,492,1677
759197388317847553,1954,6089
759159934323924993,1161,0
759099523532779520,4189,14566
759047813560868866,2032,6509
758854675097526272,902,3557
758828659922702336,3852,11243
758740312047005698,1618,5756
758474966123810816,1007,3818
758467244762497024,2226,4804
758405701903519748,1918,5221
758355060040593408,1079,3399
758099635764359168,10027,19111
758041019896193024,377,2707
757741869644341248,3263,6888
757729163776290825,7965,0
757725642876129280,1218,4550
757611664640446465,1114,4573
757597904299253760,301,0
757596066325864448,1063,4345
757400162377592832,6885,15178
757393109802180609,1745,5832
757354760399941633,1428,4525
756998049151549440,1991,6297
756939218950160384,2016,6655
756651752796094464,1308,5064
756526248105566208,3603,10428
756303284449767430,1098,3938
756288534030475264,17767,44076
756275833623502848,1537,6428
755955933503782912,2893,7332
755206590534418437,5385,16467
755110668769038337,11128,21239
754874841593970688,7934,0
754856583969079297,2534,6906
754747087846248448,524,2591
754482103782404096,1961,5301
754449512966619136,735,3759
754120377874386944,2361,7899
753655901052166144,2174,5845
753420520834629632,3578,7921
753398408988139520,1907,5763
753375668877008896,2334,7654
753298634498793472,5713,0
753294487569522689,1046,3369
753039830821511168,20925,37166
753026973505581056,971,3926
752932432744185856,6875,12648
752917284578922496,1585,6938
752701944171524096,2877,0
752682090207055872,1597,6008
752660715232722944,1559,4375
752568224206688256,2289,5510
752519690950500352,3444,7374
752334515931054080,1097,3819
752309394570878976,16270,0
752173152931807232,1843,5967
751950017322246144,920,3058
751937170840121344,1337,5191
751830394383790080,1950,5815
751793661361422336,2903,5834
751598357617971201,3046,7926
751583847268179968,1104,4394
751538714308972544,1266,5041
751456908746354688,1004,3219
751251247299190784,5891,12518
751205363882532864,1821,6329
751132876104687617,1296,5074
750868782890057730,1366,4787
750719632563142656,5041,13180
750506206503038976,1144,4439
750429297815552001,4288,13164
750383411068534784,1155,4566
750381685133418496,27,691
750147208377409536,962,3104
750132105863102464,1295,3611
750117059602808832,1315,4330
750101899009982464,845,3040
750086836815486976,534,2170
750071704093859840,3340,7835
750056684286914561,896,3164
750041628174217216,619,3177
750026558547456000,792,2720
750011400160841729,908,3245
749996283729883136,818,3068
749981277374128128,2468,5116
749774190421639168,1315,4661
749417653287129088,1640,6111
749403093750648834,534,2618
749395845976588288,3433,8553
749317047558017024,2234,5507
749075273010798592,2072,5745
749064354620928000,1524,4799
749036806121881602,795,3088
748977405889503236,3395,10761
748932637671223296,2253,5807
748705597323898880,947,2780
748699167502000129,1589,4743
748692773788876800,1331,4241
748575535303884801,1970,6056
748568946752774144,668,2193
748346686624440324,1226,5204
748337862848962560,4101,7631
748324050481647620,757,3674
748307329658011649,711,3668
748220828303695873,7787,14114
747963614829678593,2142,5765
747933425676525569,2539,6583
747885874273214464,976,2939
747844099428986880,750,2814
747816857231626240,1160,4839
747651430853525504,155,1379
747648653817413632,5840,12855
747600769478692864,555,2320
747594051852075008,1056,3666
747512671126323200,1609,5528
747461612269887489,1041,3853
747439450712596480,1913,5404
747242308580548608,2897,0
747219827526344708,1566,5247
747204161125646336,920,3366
747103485104099331,3956,9537
746906459439529985,296,2889
746872823977771008,2128,5962
746818907684614144,1736,5302
746790600704425984,1600,4857
746757706116112384,3900,9554
746726898085036033,1793,6035
746542875601690625,1873,5022
746521445350707200,979,0
746507379341139972,1081,4633
746369468511756288,1623,6167
746131877086527488,2199,6888
746056683365994496,808,3531
745789745784041472,1063,4010
745712589599014916,2323,6977
745433870967832576,2528,7055
745422732645535745,2430,8537
745314880350101504,2740,7149
745074613265149952,3486,7806
745057283344719872,2256,7230
744995568523612160,617,2956
744971049620602880,2676,7849
744709971296780288,1560,5590
744334592493166593,2107,6752
744234799360020481,77591,155722
744223424764059648,365,1655
743980027717509120,1090,4151
743895849529389061,959,3630
743835915802583040,2066,0
743609206067040256,1381,4451
743595368194129920,6508,18305
743545585370791937,939,3517
743510151680958465,3715,7891
743253157753532416,1221,4211
743222593470234624,1901,6174
743210557239623680,1358,3813
742534281772302336,3559,7037
742528092657332225,1970,4397
742465774154047488,3893,7226
742423170473463808,3754,9771
742385895052087300,1959,6776
742161199639494656,1363,4320
742150209887731712,1540,5095
741793263812808706,1504,4514
741743634094141440,2741,8132
741438259667034112,828,3655
741303864243200000,3186,8740
741099773336379392,5490,9917
741067306818797568,3085,9455
740995100998766593,2725,6327
740711788199743490,933,3384
740699697422163968,780,2832
740676976021798912,6784,18080
740373189193256964,13248,34817
740365076218183684,431,2442
740359016048689152,863,3276
740214038584557568,1954,6650
739979191639244800,5899,19867
739932936087216128,1069,4028
739844404073074688,851,3772
739623569819336705,1345,3747
739606147276148736,1645,5350
739544079319588864,21127,39265
739485634323156992,2913,7109
739238157791694849,57565,115065
738891149612572673,6,111
738885046782832640,1136,3751
738883359779196928,789,3278
738537504001953792,1533,5053
738402415918125056,830,3226
738184450748633089,1203,4288
738166403467907072,3332,8708
738156290900254721,637,2490
737826014890496000,1758,5235
737800304142471168,3438,9915
737678689543020544,1309,5010
737445876994609152,4429,10185
737322739594330112,809,3576
737310737551491075,7365,14560
736736130620620800,1713,4226
736392552031657984,7324,17559
736365877722001409,1237,3937
736225175608430592,2760,8061
736010884653420544,2972,7835
735991953473572864,1144,3570
735648611367784448,1094,4000
735635087207878657,2334,6112
735274964362878976,4998,12919
735256018284875776,875,3300
735137028879360001,964,3108
734912297295085568,524,2728
734787690684657664,6237,12425
734776360183431168,539,2476
734559631394082816,392,1470
733828123016450049,776,3548
733822306246479872,1016,3638
733482008106668032,945,3115
733460102733135873,1271,4160
733109485275860992,16719,49796
732732193018155009,531,2414
732726085725589504,881,3519
732585889486888962,772,3630
732375214819057664,2495,8009
732005617171337216,5363,14770
731285275100512256,984,3457
731156023742988288,1257,3809
